Customer,State,Gender,Education,Customer_Lifetime_Value,Income,Monthly Premium Auto,Number_of_Open_Complaints,Policy_Type,Vehicle_Class,Total_Claim_Amount
EG62398,California,Female,High School or Below,799814.0,29066.0,100.0,1/0/00,Personal Auto,SUV,844.0
VS19949,Nevada,Male,Bachelors,289762.0,54337.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.0
AM92343,Oregon,Female,High School or Below,1159950.0,67616.0,96.0,1/0/00,Personal Auto,Four-Door Car,340.0
GI68556,California,Female,Bachelors,1514793.0,41082.0,63.0,1/0/00,Personal Auto,Two-Door Car,106.0
JT11876,Washington,Female,High School or Below,543576.0,0.0,10202.0,1/0/00,Personal Auto,Four-Door Car,626.0
XR64251,Nevada,Female,Masters,272535.0,36650.0,69.0,1/1/00,Personal Auto,Four-Door Car,56.0
MK34957,Oregon,Female,High School or Below,1329771.0,50631.0,112.0,1/4/00,Special Auto,SUV,784.0
GP18756,California,Male,High School or Below,992704.0,19592.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.0
AP23850,Washington,Female,High School or Below,1777154.0,0.0,114.0,1/0/00,Personal Auto,Two-Door Car,547.0
KQ65521,Arizona,Female,High School or Below,1826927.0,55761.0,115.0,1/0/00,Personal Auto,Sports Car,86.0
EJ19449,California,Female,High School or Below,272221.0,17576.0,71.0,1/0/00,Special Auto,Four-Door Car,398.0
QB70027,California,Female,Bachelors,708321.0,41449.0,89.0,1/0/00,Personal Auto,Four-Door Car,63.0
QW47320,California,Female,Bachelors,1017971.0,14290.0,271.0,1/0/00,Personal Auto,Luxury SUV,1300.0
KH64733,Nevada,Female,High School or Below,588950.0,62007.0,73.0,1/0/00,Personal Auto,Four-Door Car,120.0
ON59472,Arizona,Male,High School or Below,1577139.0,21921.0,206.0,1/0/00,Corporate Auto,Luxury SUV,1254.0
HP94242,Arizona,Female,Bachelors,528817.0,42621.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.0
RV15398,Oregon,Male,High School or Below,2758055.0,0.0,87.0,1/1/00,Personal Auto,Four-Door Car,417.0
EA25683,Washington,Male,High School or Below,777853.0,63786.0,196.0,1/0/00,Corporate Auto,Luxury SUV,798.0
PW73754,California,Female,High School or Below,734186.0,0.0,104.0,1/3/00,Personal Auto,Sports Car,82.0
MC71942,California,Female,High School or Below,791919.0,82877.0,99.0,1/1/00,Personal Auto,Two-Door Car,22.0
OX72195,Arizona,Male,High School or Below,216387.0,0.0,63.0,1/0/00,Corporate Auto,Two-Door Car,302.0
YQ99152,Nevada,Male,High School or Below,978780.0,10475.0,88.0,1/1/00,Personal Auto,Two-Door Car,422.0
KI19439,Oregon,Female,High School or Below,520764.0,21952.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.0
PM76175,Oregon,Female,Bachelors,2114727.0,49721.0,132.0,1/0/00,Corporate Auto,Sports Car,639.0
US45383,California,Male,High School or Below,1228076.0,88340.0,102.0,1/0/00,Personal Auto,Two-Door Car,489.0
GT38956,California,Female,High School or Below,244139.0,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
SN41301,Oregon,Male,Bachelors,653556.0,0.0,65.0,1/0/00,Corporate Auto,Four-Door Car,468.0
BE62503,Washington,Female,High School or Below,920659.0,24589.0,82.0,1/0/00,Personal Auto,Two-Door Car,511.0
PA16884,California,Female,Bachelors,411858.0,69379.0,103.0,1/0/00,Personal Auto,Two-Door Car,494.0
NC58480,Nevada,Female,Bachelors,483820.0,73769.0,61.0,1/2/00,Personal Auto,Four-Door Car,239.0
NS39326,California,Female,High School or Below,462554.0,66670.0,114.0,1/0/00,Personal Auto,SUV,518.0
PN18507,Arizona,Male,Bachelors,1404210.0,88854.0,118.0,1/0/00,Personal Auto,Two-Door Car,715.0
EK91340,Oregon,Male,Bachelors,754661.0,31266.0,193.0,1/0/00,Corporate Auto,Luxury Car,926.0
JY16280,California,Female,High School or Below,251459.0,43860.0,65.0,1/0/00,Personal Auto,Four-Door Car,156.0
ZW71731,California,Male,Bachelors,517035.0,89284.0,133.0,1/2/00,Corporate Auto,SUV,402.0
ZC24631,Oregon,Male,High School or Below,1391737.0,67267.0,89.0,1/0/00,Corporate Auto,Four-Door Car,94.0
YR34689,California,Female,High School or Below,1131813.0,79270.0,95.0,1/3/00,Personal Auto,Four-Door Car,456.0
RT65829,Oregon,Male,Bachelors,427636.0,36692.0,109.0,1/1/00,Personal Auto,Four-Door Car,523.0
BZ12077,Oregon,Female,High School or Below,432224.0,0.0,119.0,1/0/00,Personal Auto,SUV,571.0
WM65373,California,Female,High School or Below,800230.0,0.0,107.0,1/0/00,Corporate Auto,SUV,513.0
NH35059,Nevada,Male,High School or Below,388545.0,0.0,105.0,1/0/00,Corporate Auto,Four-Door Car,504.0
QD38160,Oregon,Male,High School or Below,447177.0,0.0,135.0,1/0/00,Personal Auto,SUV,972.0
BM15160,California,Female,High School or Below,849635.0,44624.0,71.0,1/1/00,Special Auto,Four-Door Car,73.0
VY79030,Arizona,Female,High School or Below,2250088.0,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.0
EV19512,Nevada,Female,Masters,1630196.0,19614.0,85.0,1/0/00,Personal Auto,Two-Door Car,574.0
TE13577,Oregon,Female,High School or Below,231973.0,0.0,64.0,1/0/00,Personal Auto,Four-Door Car,632.0
WY97929,Arizona,Male,High School or Below,871704.0,83846.0,74.0,1/3/00,Special Auto,Four-Door Car,355.0
YG20683,Washington,Male,High School or Below,286011.0,51159.0,72.0,1/0/00,Personal Auto,Four-Door Car,4.0
FK75497,California,Male,High School or Below,245340.0,83772.0,62.0,1/0/00,Personal Auto,Two-Door Car,42.0
NE60110,Arizona,Male,High School or Below,598977.0,66839.0,154.0,1/0/00,Personal Auto,Sports Car,739.0
TN36521,Arizona,Female,High School or Below,2498022.0,88440.0,70.0,1/0/00,Personal Auto,Two-Door Car,27.0
HG33568,Arizona,Female,Masters,748263.0,25666.0,63.0,1/2/00,Personal Auto,Four-Door Car,270.0
TW17878,Oregon,Female,High School or Below,245757.0,52926.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.0
ZO83562,Nevada,Female,Bachelors,237974.0,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,494.0
CH97539,Washington,Female,Bachelors,828696.0,40001.0,70.0,1/0/00,Personal Auto,Four-Door Car,142.0
CV29889,California,Male,High School or Below,239391.0,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.0
MO33320,Oregon,Male,High School or Below,465715.0,18024.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
QZ81258,Oregon,Female,High School or Below,1319792.0,0.0,68.0,1/3/00,Personal Auto,Four-Door Car,326.0
NY56352,Oregon,Female,Bachelors,280391.0,23220.0,74.0,1/0/00,Personal Auto,Four-Door Car,251.0
EA27048,California,Female,High School or Below,864650.0,64125.0,108.0,1/0/00,Personal Auto,SUV,369.0
UT38865,Oregon,Female,High School or Below,742587.0,58042.0,62.0,1/0/00,Corporate Auto,Four-Door Car,161.0
QC89139,Oregon,Female,High School or Below,452873.0,90034.0,112.0,1/0/00,Corporate Auto,SUV,537.0
LA14484,Nevada,Male,High School or Below,222707.0,27972.0,61.0,1/0/00,Special Auto,Four-Door Car,292.0
HN57556,California,Female,High School or Below,729294.0,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
CV31235,Arizona,Male,Bachelors,318435.0,50989.0,80.0,1/0/00,Corporate Auto,Four-Door Car,255.0
WR45726,Arizona,Female,Bachelors,1131520.0,11885.0,101.0,1/0/00,Special Auto,Four-Door Car,484.0
LB25094,California,Female,Bachelors,253070.0,89451.0,63.0,1/0/00,Special Auto,Four-Door Car,61.0
KW56110,Oregon,Male,Bachelors,1836155.0,0.0,182.0,1/0/00,Personal Auto,Luxury Car,1310.0
XO36233,Washington,Male,Bachelors,864153.0,78904.0,109.0,1/0/00,Personal Auto,SUV,250.0
ZX86243,Arizona,Male,Doctorate,327853.0,70247.0,83.0,1/1/00,Personal Auto,Four-Door Car,141.0
DW29763,Arizona,Male,High School or Below,527198.0,32653.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.0
CT83377,Washington,Male,High School or Below,376363.0,93595.0,97.0,1/4/00,Special Auto,Four-Door Car,49.0
OQ90898,California,Male,Masters,1395556.0,90279.0,115.0,1/0/00,Personal Auto,SUV,372.0
GO77248,Oregon,Female,High School or Below,500152.0,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,542.0
QW33258,California,Male,Bachelors,708283.0,53310.0,189.0,1/3/00,Personal Auto,Luxury Car,1360.0
OU79745,California,Male,High School or Below,761948.0,0.0,105.0,1/0/00,Personal Auto,Four-Door Car,504.0
VZ79886,Oregon,Female,Bachelors,1255088.0,22234.0,160.0,1/0/00,Personal Auto,SUV,768.0
FI92440,Washington,Female,High School or Below,3219660.0,91375.0,99.0,1/0/00,Personal Auto,Two-Door Car,72.0
YG85980,Nevada,Female,High School or Below,679377.0,22250.0,86.0,1/0/00,Personal Auto,Two-Door Car,720.0
QM74621,Oregon,Male,Bachelors,527231.0,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,576.0
EI71732,Oregon,Female,Doctorate,626534.0,0.0,84.0,1/1/00,Personal Auto,Four-Door Car,481.0
VN79010,California,Female,High School or Below,854758.0,51179.0,71.0,1/0/00,Corporate Auto,Four-Door Car,466.0
FI61723,California,Male,Bachelors,278742.0,38667.0,72.0,1/0/00,Personal Auto,Four-Door Car,159.0
OH55411,California,Female,Masters,462680.0,79487.0,114.0,1/0/00,Corporate Auto,SUV,547.0
TF10720,Nevada,Female,Doctorate,866336.0,67763.0,107.0,1/2/00,Personal Auto,Four-Door Car,41.0
NW30838,Nevada,Male,High School or Below,387222.0,0.0,62.0,1/2/00,Corporate Auto,Four-Door Car,503.0
CB58476,Oregon,Female,High School or Below,517081.0,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,859.0
WI69346,California,Female,Masters,896028.0,71943.0,112.0,1/0/00,Corporate Auto,SUV,305.0
FS76657,Oregon,Female,High School or Below,547183.0,53526.0,68.0,1/0/00,Personal Auto,Four-Door Car,278.0
YX89016,Oregon,Male,High School or Below,3493100.0,35005.0,295.0,1/0/00,Personal Auto,Luxury Car,1416.0
PK28821,California,Male,High School or Below,262039.0,24721.0,67.0,1/0/00,Personal Auto,Four-Door Car,139.0
MB51200,Washington,Male,High School or Below,1906949.0,0.0,102.0,1/2/00,Personal Auto,Four-Door Car,734.0
XG44587,Arizona,Male,Masters,575744.0,88997.0,72.0,1/0/00,Personal Auto,Four-Door Car,174.0
FG91922,Arizona,Male,Masters,4022401.0,48587.0,111.0,1/0/00,Personal Auto,SUV,532.0
OM99303,Arizona,Female,High School or Below,270148.0,76310.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.0
RV67546,California,Male,Bachelors,371243.0,73205.0,92.0,1/0/00,Personal Auto,Four-Door Car,37.0
UJ79253,Oregon,Female,High School or Below,2185084.0,51056.0,78.0,1/0/00,Personal Auto,Four-Door Car,95.0
PN98247,California,Male,High School or Below,784016.0,58414.0,210.0,1/2/00,Personal Auto,Luxury SUV,1008.0
IB67546,California,Female,Bachelors,823703.0,23940.0,107.0,1/0/00,Personal Auto,SUV,513.0
OE19087,California,Female,High School or Below,224347.0,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,446.0
CM95716,California,Male,Bachelors,843446.0,44216.0,71.0,1/0/00,Personal Auto,Four-Door Car,72.0
MW62634,California,Male,High School or Below,222707.0,27972.0,61.0,1/0/00,Corporate Auto,Four-Door Car,292.0
QW67581,Arizona,Female,High School or Below,517002.0,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.0
SN16059,California,Female,Masters,264144.0,29305.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.0
OE51254,California,Female,High School or Below,279068.0,53882.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.0
RM42344,Oregon,Male,High School or Below,274512.0,91757.0,69.0,1/1/00,Personal Auto,Four-Door Car,331.0
GB35238,California,Female,Bachelors,757953.0,33906.0,64.0,1/0/00,Personal Auto,Two-Door Car,401.0
ML82674,Oregon,Male,Bachelors,1097878.0,68158.0,139.0,1/1/00,Personal Auto,SUV,253.0
EI85244,California,Male,High School or Below,825506.0,0.0,134.0,1/3/00,Personal Auto,SUV,643.0
DE28132,Oregon,Male,High School or Below,474773.0,42165.0,123.0,1/0/00,Corporate Auto,SUV,799.0
TV25678,Washington,Male,High School or Below,354090.0,0.0,101.0,1/0/00,Personal Auto,SUV,727.0
TY26512,California,Male,Doctorate,343613.0,30817.0,88.0,1/0/00,Personal Auto,Four-Door Car,91.0
OB69153,California,Male,Bachelors,258218.0,68074.0,65.0,1/0/00,Personal Auto,Four-Door Car,27.0
QZ77637,Washington,Female,High School or Below,1166509.0,84978.0,35353.0,1/1/00,Corporate Auto,Four-Door Car,166.0
XN41715,California,Female,Masters,739628.0,71135.0,92.0,1/1/00,Personal Auto,Four-Door Car,270.0
QR15857,California,Female,High School or Below,433079.0,0.0,61.0,1/0/00,Personal Auto,Two-Door Car,292.0
FL69363,Oregon,Male,Masters,907576.0,37722.0,116.0,1/0/00,Personal Auto,Sports Car,158.0
IS30295,Arizona,Female,Bachelors,1463545.0,0.0,139.0,1/0/00,Personal Auto,SUV,667.0
WA25797,Washington,U,High School or Below,856476.0,95697.0,107.0,1/0/00,Personal Auto,Sports Car,178.0
NL59519,California,Female,High School or Below,1156568.0,64642.0,96.0,1/0/00,Personal Auto,Four-Door Car,404.0
ZU93025,Oregon,Female,High School or Below,277104.0,50071.0,71.0,1/0/00,Personal Auto,Two-Door Car,18.0
DK94262,Oregon,Male,High School or Below,850712.0,46754.0,106.0,1/1/00,Personal Auto,SUV,513.0
UQ30615,California,Male,High School or Below,758211.0,64801.0,64.0,1/0/00,Corporate Auto,Four-Door Car,268.0
OR40060,Arizona,Male,Bachelors,332309.0,70410.0,83.0,1/0/00,Personal Auto,Four-Door Car,131.0
DK32872,Nevada,Female,High School or Below,523433.0,66957.0,131.0,1/1/00,Personal Auto,SUV,628.0
FA46418,Nevada,Female,High School or Below,2470959.0,24213.0,78.0,1/1/00,Personal Auto,Four-Door Car,374.0
ER19995,Washington,Female,High School or Below,1778627.0,99790.0,6464.0,1/0/00,Personal Auto,Four-Door Car,178.0
KI75855,Oregon,Male,Masters,255122.0,79751.0,63.0,1/0/00,Personal Auto,Two-Door Car,392.0
ND41876,Arizona,Male,High School or Below,724771.0,86122.0,182.0,1/1/00,Personal Auto,Luxury SUV,873.0
PN21042,Arizona,Male,Bachelors,453884.0,82297.0,116.0,1/0/00,Personal Auto,Sports Car,0.0
GJ43254,Washington,Male,High School or Below,3164210.0,89057.0,98.0,1/0/00,Corporate Auto,Two-Door Car,187.0
AL46984,California,Male,High School or Below,873042.0,43259.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.0
JP58047,Oregon,Male,High School or Below,833273.0,0.0,79.0,1/0/00,Personal Auto,Four-Door Car,379.0
ZE85014,California,Male,High School or Below,235774.0,25064.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.0
KU88219,Arizona,Male,Masters,463716.0,25816.0,119.0,1/0/00,Personal Auto,Sports Car,571.0
UU98729,California,Male,Bachelors,535719.0,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.0
WS82822,Oregon,Female,High School or Below,539197.0,41662.0,69.0,1/0/00,Corporate Auto,Four-Door Car,217.0
YB49933,Arizona,Male,Bachelors,369414.0,96170.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.0
XC16387,Arizona,Female,High School or Below,504041.0,46072.0,64.0,1/0/00,Personal Auto,Four-Door Car,25.0
XJ96748,Arizona,Female,High School or Below,2749542.0,37931.0,99.0,1/0/00,Personal Auto,Four-Door Car,475.0
TM98684,Oregon,Male,High School or Below,484228.0,35127.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.0
AY18433,Washington,Female,High School or Below,2738281.0,45473.0,76.0,1/0/00,Special Auto,Two-Door Car,188.0
DM74502,Nevada,Female,High School or Below,522710.0,93087.0,131.0,1/3/00,Corporate Auto,Sports Car,628.0
FT56968,Arizona,Male,High School or Below,259009.0,22398.0,67.0,1/2/00,Personal Auto,Four-Door Car,321.0
OX36896,California,Male,High School or Below,1053607.0,92983.0,87.0,1/1/00,Corporate Auto,Four-Door Car,153.0
BZ65376,Arizona,Male,Bachelors,858127.0,27689.0,239.0,1/2/00,Personal Auto,Luxury SUV,2893.0
LN34660,California,Female,High School or Below,946311.0,69654.0,118.0,1/0/00,Corporate Auto,SUV,629.0
JC29295,California,Female,Bachelors,1344100.0,80744.0,111.0,1/0/00,Personal Auto,SUV,361.0
KJ87930,California,Female,Bachelors,388650.0,0.0,112.0,1/0/00,Corporate Auto,SUV,1185.0
XT36360,Arizona,Female,High School or Below,678489.0,0.0,64.0,1/1/00,Personal Auto,Four-Door Car,460.0
IX35050,Arizona,Male,Bachelors,2359468.0,76358.0,66.0,1/0/00,Special Auto,Four-Door Car,86.0
UN97379,Oregon,Male,Bachelors,253862.0,18608.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.0
MR57294,California,Male,High School or Below,563994.0,73168.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.0
UG79499,Washington,Male,Bachelors,1168137.0,70930.0,99.0,1/0/00,Personal Auto,Four-Door Car,190.0
UA50747,Washington,Female,High School or Below,2599775.0,62262.0,72.0,1/0/00,Corporate Auto,Four-Door Car,193.0
GL20444,Nevada,Female,Masters,1377836.0,91474.0,113.0,1/0/00,Corporate Auto,Two-Door Car,24.0
SP58110,California,Female,Bachelors,492318.0,61469.0,63.0,1/5/00,Personal Auto,Four-Door Car,302.0
XM91635,Arizona,Female,High School or Below,227233.0,16618.0,62.0,1/0/00,Special Auto,Four-Door Car,219.0
TV82603,California,Female,Bachelors,1489539.0,48081.0,188.0,1/0/00,Personal Auto,Luxury SUV,881.0
BB82067,Oregon,Male,Doctorate,975604.0,67632.0,121.0,1/0/00,Personal Auto,Sports Car,26.0
JP94676,Oregon,Female,Bachelors,942297.0,34115.0,119.0,1/0/00,Personal Auto,SUV,466.0
VU53417,Arizona,Male,High School or Below,383735.0,23051.0,99.0,1/0/00,Personal Auto,Two-Door Car,475.0
IW54795,California,Male,High School or Below,1095213.0,23748.0,99.0,1/0/00,Personal Auto,Four-Door Car,607.0
RN78170,Arizona,Female,High School or Below,815913.0,40589.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.0
IX55883,California,Female,High School or Below,1948049.0,50809.0,83.0,1/0/00,Personal Auto,Four-Door Car,290.0
XM72420,Arizona,Female,High School or Below,391936.0,66676.0,97.0,1/0/00,Personal Auto,Four-Door Car,558.0
GC15104,Nevada,Female,Bachelors,798514.0,52339.0,70.0,1/3/00,Corporate Auto,Four-Door Car,336.0
RX13282,Oregon,Male,Bachelors,1216874.0,14973.0,115.0,1/0/00,Personal Auto,SUV,828.0
QA85890,Arizona,Female,High School or Below,584932.0,0.0,83.0,1/0/00,Corporate Auto,Four-Door Car,540.0
IR62668,Arizona,Female,Bachelors,508583.0,31546.0,65.0,1/0/00,Personal Auto,Four-Door Car,100.0
AL96740,California,Female,High School or Below,290393.0,67763.0,73.0,1/1/00,Personal Auto,Four-Door Car,59.0
SS48498,Washington,Female,High School or Below,627317.0,20836.0,79.0,1/0/00,Corporate Auto,Four-Door Car,193.0
PE39479,Washington,Male,High School or Below,1832141.0,88592.0,76.0,1/0/00,Corporate Auto,Four-Door Car,199.0
JH62891,Oregon,Female,High School or Below,517870.0,66943.0,65.0,1/1/00,Special Auto,Four-Door Car,53.0
FI20423,Arizona,Female,High School or Below,1402435.0,81872.0,115.0,1/0/00,Special Auto,Four-Door Car,256.0
PM13394,Washington,Female,High School or Below,530943.0,22404.0,70.0,1/1/00,Personal Auto,Four-Door Car,211.0
YV67971,California,Female,High School or Below,494980.0,21342.0,62.0,1/0/00,Personal Auto,Four-Door Car,74.0
QD31377,California,Male,Bachelors,859566.0,34621.0,108.0,1/1/00,Corporate Auto,SUV,621.0
YG10247,Oregon,Male,High School or Below,2295189.0,62396.0,64.0,1/0/00,Personal Auto,Four-Door Car,307.0
FE73696,Oregon,Male,High School or Below,379213.0,97212.0,93.0,1/0/00,Personal Auto,Two-Door Car,360.0
SW19699,Arizona,Female,Bachelors,275574.0,49648.0,70.0,1/0/00,Personal Auto,Four-Door Car,65.0
QJ40732,Arizona,Male,High School or Below,488033.0,97984.0,61.0,1/1/00,Personal Auto,Four-Door Car,407.0
HM76207,California,Female,High School or Below,905190.0,26308.0,114.0,1/0/00,Corporate Auto,SUV,547.0
NT59303,Oregon,Female,High School or Below,1011544.0,63528.0,256.0,1/0/00,Personal Auto,Luxury Car,1228.0
PU41393,Nevada,Male,High School or Below,826907.0,20225.0,114.0,1/1/00,Special Auto,SUV,547.0
QO86948,Nevada,Male,High School or Below,807165.0,0.0,112.0,1/0/00,Personal Auto,SUV,806.0
QN10888,Oregon,Female,High School or Below,772699.0,87620.0,64.0,1/0/00,Personal Auto,Four-Door Car,24.0
VY19543,California,Female,Bachelors,831113.0,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,311.0
XC15133,Nevada,Female,Masters,257402.0,34990.0,65.0,1/0/00,Personal Auto,Four-Door Car,42.0
ST43550,Oregon,Male,Bachelors,572732.0,99934.0,71.0,1/0/00,Special Auto,Four-Door Car,460.0
FX36546,Washington,Male,Masters,367914.0,60804.0,92.0,1/0/00,Personal Auto,Four-Door Car,213.0
JX68983,Oregon,Male,Bachelors,274451.0,94648.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.0
HX78576,California,Female,High School or Below,563674.0,24516.0,71.0,1/0/00,Personal Auto,Four-Door Car,300.0
ZQ11381,Arizona,Male,Bachelors,1687038.0,61063.0,85.0,1/0/00,Personal Auto,Four-Door Car,262.0
ON39271,California,Male,Masters,273800.0,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,263.0
SB18278,Oregon,Male,Bachelors,464470.0,0.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.0
ZT30559,California,Female,High School or Below,474668.0,15169.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.0
XI41106,Arizona,Male,High School or Below,1687432.0,55390.0,71.0,1/0/00,Corporate Auto,Two-Door Car,256.0
ZS88847,Oregon,Female,Bachelors,238760.0,27592.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.0
RU49126,Washington,Female,High School or Below,446533.0,61846.0,112.0,1/0/00,Personal Auto,SUV,215.0
KR62797,Arizona,Female,High School or Below,459162.0,83297.0,113.0,1/0/00,Personal Auto,SUV,542.0
ZJ73220,Arizona,Female,High School or Below,1309258.0,0.0,188.0,1/0/00,Special Auto,Luxury Car,1353.0
FY62633,Oregon,Male,Bachelors,911226.0,0.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0
CU36986,California,Female,High School or Below,416516.0,55897.0,104.0,1/0/00,Personal Auto,Four-Door Car,499.0
WZ53904,Arizona,Male,Bachelors,265998.0,21297.0,71.0,1/0/00,Personal Auto,Four-Door Car,45.0
AA71604,Arizona,Female,Masters,1198659.0,87560.0,98.0,1/1/00,Personal Auto,Two-Door Car,470.0
TD10493,Oregon,Female,High School or Below,289873.0,0.0,96.0,1/4/00,Personal Auto,Four-Door Car,691.0
LY97989,Oregon,Female,Bachelors,289424.0,0.0,85.0,1/0/00,Personal Auto,Four-Door Car,408.0
VX39856,Arizona,Female,Doctorate,350045.0,89398.0,86.0,1/0/00,Personal Auto,Four-Door Car,82.0
TP51897,California,Female,High School or Below,262180.0,36843.0,68.0,1/3/00,Corporate Auto,Four-Door Car,357.0
QQ89253,Oregon,Female,High School or Below,1022180.0,0.0,134.0,1/0/00,Personal Auto,SUV,643.0
EI91403,California,Male,High School or Below,257827.0,34946.0,65.0,1/0/00,Personal Auto,Two-Door Car,420.0
QG15435,Arizona,Female,High School or Below,624259.0,75680.0,78.0,1/0/00,Personal Auto,Four-Door Car,136.0
FZ55002,Nevada,Female,Doctorate,522028.0,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.0
HX77930,Washington,Female,High School or Below,313643.0,49532.0,79.0,1/1/00,Personal Auto,Four-Door Car,220.0
UN37063,Arizona,Male,Bachelors,452536.0,10269.0,65.0,1/0/00,Personal Auto,Two-Door Car,170.0
VB87946,California,Male,High School or Below,497035.0,49714.0,63.0,1/3/00,Personal Auto,Four-Door Car,266.0
AB60627,California,Male,High School or Below,1546778.0,77517.0,129.0,1/0/00,Corporate Auto,SUV,98.0
TA34903,Oregon,Male,High School or Below,583889.0,81082.0,73.0,1/0/00,Personal Auto,Four-Door Car,281.0
AQ51368,Oregon,Female,Bachelors,1065688.0,72540.0,88.0,1/0/00,Corporate Auto,Two-Door Car,631.0
NZ26102,Oregon,Female,High School or Below,228961.0,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,468.0
GB45753,California,Male,High School or Below,543980.0,61546.0,68.0,1/0/00,Corporate Auto,Two-Door Car,29.0
BV79904,California,Female,Masters,795615.0,44818.0,67.0,1/1/00,Personal Auto,Two-Door Car,136.0
OB49075,Arizona,Male,Bachelors,445811.0,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
DS97676,Oregon,Female,High School or Below,255505.0,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,518.0
JO63462,California,Male,Bachelors,330799.0,79797.0,84.0,1/0/00,Corporate Auto,Two-Door Car,31.0
NJ10602,Washington,Female,High School or Below,845905.0,92717.0,70.0,1/0/00,Personal Auto,Two-Door Car,224.0
RS24501,Oregon,Female,High School or Below,1335012.0,28919.0,173.0,1/0/00,Personal Auto,SUV,830.0
VT78274,Arizona,Male,High School or Below,493122.0,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,480.0
SU56153,Nevada,Male,Bachelors,777683.0,63568.0,65.0,1/0/00,Corporate Auto,Two-Door Car,390.0
MN20737,Nevada,Female,High School or Below,255367.0,73935.0,64.0,1/1/00,Corporate Auto,Four-Door Car,72.0
KL43114,Arizona,Female,High School or Below,487646.0,0.0,66.0,1/0/00,Corporate Auto,Two-Door Car,316.0
YQ15567,Oregon,Female,Bachelors,903430.0,18846.0,115.0,1/0/00,Personal Auto,SUV,552.0
TR88637,Arizona,Female,High School or Below,810591.0,38893.0,103.0,1/0/00,Personal Auto,SUV,41.0
TC88986,Oregon,Male,High School or Below,561968.0,0.0,153.0,1/0/00,Special Auto,SUV,1027.0
XX88577,California,Male,Bachelors,1572713.0,84824.0,196.0,1/0/00,Corporate Auto,SUV,319.0
NE49052,California,Female,High School or Below,661801.0,20068.0,86.0,1/0/00,Corporate Auto,Four-Door Car,411.0
KX17826,Oregon,Male,Doctorate,467004.0,0.0,125.0,1/0/00,Corporate Auto,SUV,600.0
CC91503,Arizona,Female,High School or Below,1016936.0,0.0,135.0,1/0/00,Personal Auto,Sports Car,648.0
WH32183,California,Male,Bachelors,832307.0,97245.0,70.0,1/0/00,Personal Auto,Four-Door Car,4.0
ES90681,California,Female,High School or Below,241776.0,51808.0,61.0,1/1/00,Personal Auto,Four-Door Car,351.0
DW96592,California,Male,Bachelors,804487.0,71391.0,67.0,1/0/00,Personal Auto,Four-Door Car,284.0
MT23134,Oregon,Male,High School or Below,532572.0,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,496.0
BM69081,Arizona,Male,Bachelors,694752.0,0.0,100.0,1/0/00,Personal Auto,SUV,925.0
MB90871,Oregon,Female,High School or Below,584741.0,23496.0,77.0,1/0/00,Special Auto,Four-Door Car,13.0
GT62080,Washington,Male,High School or Below,588174.0,55561.0,63.0,1/0/00,Personal Auto,Four-Door Car,227.0
QL77686,Nevada,Female,High School or Below,472478.0,23986.0,119.0,1/0/00,Corporate Auto,SUV,463.0
